timestamp,temperature_C,humidity_percent
2026/4/17 17:08,22.31,68.51
2026/4/17 17:08,22.27,68.63
2026/4/17 17:08,22.32,68.64
2026/4/17 17:08,22.31,68.68
2026/4/17 17:08,22.34,68.66
2026/4/17 17:08,22.32,68.64
2026/4/17 17:09,22.32,68.71
2026/4/17 17:09,22.34,68.71
2026/4/17 17:09,22.32,68.71
2026/4/17 17:09,22.34,68.75
2026/4/17 17:09,22.35,68.72
2026/4/17 17:09,22.34,68.78
2026/4/17 17:09,22.38,68.81
2026/4/17 17:09,22.38,68.77
2026/4/17 17:09,22.38,68.7
2026/4/17 17:09,22.4,68.67
2026/4/17 17:09,22.4,68.63
2026/4/17 17:09,22.38,68.58
2026/4/17 17:10,22.4,68.49
2026/4/17 17:10,22.47,68.38
2026/4/17 17:10,22.45,68.23
2026/4/17 17:10,22.49,68.13
2026/4/17 17:10,22.51,68.05
2026/4/17 17:10,22.58,67.99
2026/4/17 17:10,22.58,67.88
2026/4/17 17:10,22.61,67.74
2026/4/17 17:10,22.61,67.67
2026/4/17 17:10,22.55,67.64
2026/4/17 17:10,22.58,67.66
2026/4/17 17:10,22.56,67.68
2026/4/20 15:49,27.04,69.61
2026/4/20 15:49,27.04,69.2
2026/4/20 15:50,27.07,69.22
2026/4/20 15:50,27.04,69.47
2026/4/20 15:50,27.03,69.1
2026/4/20 15:50,27.02,69.05
2026/4/20 15:50,26.99,68.96
2026/4/20 15:50,26.98,68.96
2026/4/20 15:50,26.95,69.19
2026/4/20 15:50,26.93,69.27
2026/4/20 15:50,26.9,69.47
2026/4/20 15:50,26.9,69.43
2026/4/20 15:50,26.89,69.58
2026/4/20 15:50,26.85,69.6
2026/4/20 15:51,26.86,69.65
2026/4/20 15:51,26.86,69.56
2026/4/20 15:51,26.86,69.69
2026/4/20 15:51,26.85,69.81
2026/4/20 15:51,26.82,69.8
2026/4/20 15:51,26.8,70.01
2026/4/20 15:51,26.82,69.79
2026/4/20 15:51,26.78,69.77
2026/4/20 15:51,26.73,70.28
2026/4/20 15:51,26.73,69.9
2026/4/20 15:51,26.73,70.53
2026/4/20 15:52,26.72,70.37
2026/4/20 15:52,26.71,69.91
2026/4/20 15:52,26.72,69.98
2026/4/20 15:52,26.68,69.89
2026/4/20 15:52,26.68,69.78
2026/4/20 15:52,26.63,69.85
2026/4/20 15:52,26.62,70.62
2026/4/20 15:52,26.59,70.41
2026/4/20 15:52,26.59,70.24
2026/4/20 15:52,26.53,70.19
2026/4/20 15:52,26.56,70.31
2026/4/20 15:52,26.55,70.19
2026/4/20 15:53,26.55,69.93
2026/4/20 15:53,26.51,70.05
2026/4/20 15:53,26.53,70.03
2026/4/20 15:53,26.49,70.07
2026/4/20 15:53,26.52,70.14
2026/4/20 15:53,26.45,70.37
2026/4/20 15:53,26.44,70.43
2026/4/20 15:53,26.45,70.61
2026/4/20 15:53,26.44,70.98
2026/4/20 15:53,26.48,70.6
2026/4/20 15:53,26.48,70.57
2026/4/20 15:53,26.48,70.35
2026/4/20 15:54,26.49,70.56
2026/4/20 15:54,26.47,70.63
2026/4/20 15:54,26.47,70.81
2026/4/20 15:54,26.47,70.81
2026/4/20 15:54,26.47,70.56
2026/4/20 15:54,26.45,70.67
2026/4/20 15:54,26.47,70.81
2026/4/20 15:54,26.47,70.68
2026/4/20 15:54,26.45,70.61
2026/4/20 15:54,26.42,70.65
2026/4/20 15:54,26.41,70.66
2026/4/20 15:54,26.41,70.66
2026/4/20 15:55,26.38,70.73
2026/4/20 15:55,26.38,70.72
2026/4/20 15:55,26.37,70.75
2026/4/20 15:55,26.35,70.72
2026/4/20 15:55,26.34,70.55
2026/4/20 15:55,26.35,70.52
2026/4/20 15:55,26.32,70.59
2026/4/20 15:55,26.31,70.69
2026/4/20 15:55,26.3,70.9
2026/4/20 15:55,26.31,70.8
2026/4/20 15:55,26.32,70.67
2026/4/20 15:55,26.35,70.48
2026/4/20 15:56,26.35,70.35
2026/4/20 15:56,26.34,71.71
2026/4/20 15:56,26.37,71.14
2026/4/20 15:56,26.35,70.68
2026/4/20 15:56,26.34,70.49
2026/4/20 15:56,26.35,70.36
2026/4/20 15:56,26.34,70.42
2026/4/20 15:56,26.31,70.44
2026/4/20 15:56,26.31,70.42
2026/4/20 15:56,26.28,70.45
2026/4/20 15:56,26.3,70.46
2026/4/20 15:56,26.28,70.53
2026/4/20 15:57,26.27,70.7
2026/4/20 15:57,26.25,70.76
2026/4/20 15:57,26.22,70.83
2026/4/20 15:57,26.22,70.99
2026/4/20 15:57,26.22,71.07
2026/4/20 15:57,26.21,70.86
2026/4/20 15:57,26.21,70.76
2026/4/20 15:57,26.2,71.02
2026/4/20 15:57,26.18,71.04
2026/4/20 15:57,26.2,71.03
2026/4/20 15:57,26.21,70.97
2026/4/20 15:57,26.2,70.97
2026/4/20 15:58,26.18,70.93
2026/4/20 15:58,26.16,70.8
2026/4/20 15:58,26.17,70.7
2026/4/20 15:58,26.16,70.84
2026/4/20 15:58,26.14,70.9
2026/4/20 15:58,26.11,70.83
2026/4/20 15:58,26.13,70.81
2026/4/20 15:58,26.11,70.85
2026/4/20 15:58,26.14,70.87
2026/4/20 15:58,26.17,70.94
2026/4/20 15:58,26.14,70.97
2026/4/20 15:58,26.13,70.97
2026/4/20 15:59,26.13,71.04
2026/4/20 15:59,26.13,71.13
2026/4/20 15:59,26.14,71.16
2026/4/20 15:59,26.13,71.15
2026/4/20 15:59,26.14,71.15
2026/4/20 15:59,26.17,71.14
2026/4/20 15:59,26.14,70.97
2026/4/20 15:59,26.14,71.06
2026/4/20 15:59,26.17,70.98
2026/4/20 15:59,26.17,71.13
2026/4/20 15:59,26.16,71.02
2026/4/20 15:59,26.14,71.12
2026/4/20 16:00,26.17,71.02
2026/4/20 16:00,26.17,70.98
2026/4/20 16:00,26.16,70.93
2026/4/20 16:00,26.14,70.87
2026/4/20 16:00,26.18,70.86
2026/4/20 16:00,26.17,70.84
2026/4/20 16:00,26.17,70.81
2026/4/20 16:00,26.18,70.81
2026/4/20 16:00,26.2,70.78
2026/4/20 16:00,26.2,70.63
2026/4/20 16:00,26.17,70.75
2026/4/20 16:01,26.18,70.74
2026/4/20 16:01,26.16,70.69
2026/4/20 16:01,26.2,70.94
2026/4/20 16:01,26.2,71.05
2026/4/20 16:01,26.24,71.45
2026/4/20 16:01,26.24,71.54
2026/4/20 16:01,26.27,71.1
2026/4/20 16:01,26.25,70.96
2026/4/20 16:01,26.3,70.72
2026/4/20 16:01,26.27,70.66
2026/4/20 16:01,26.3,70.59
2026/4/20 16:01,26.31,70.59
2026/4/20 16:02,26.3,70.39
2026/4/20 16:02,26.31,70.35
2026/4/20 16:02,26.31,70.3
2026/4/20 16:02,26.34,70.26
2026/4/20 16:02,26.34,70.61
2026/4/20 16:02,26.38,70.78
2026/4/20 16:02,26.4,70.74
2026/4/20 16:02,26.53,70.95
2026/4/20 16:02,26.8,74.16
2026/4/20 16:02,26.83,70.87
2026/4/20 16:02,26.86,69.46
2026/4/20 16:02,26.85,69.19
2026/4/20 16:03,26.85,69.12
2026/4/20 16:03,26.82,69.19
2026/4/20 16:03,26.8,69.07
2026/4/20 16:03,26.8,69.05
2026/4/20 16:03,26.79,69.02
2026/4/20 16:03,26.78,69.12
2026/4/20 16:03,26.76,69.22
2026/4/20 16:03,26.76,69.16
2026/4/20 16:03,26.75,69.1
2026/4/20 16:03,26.73,69.09
2026/4/20 16:03,26.72,69.22
2026/4/20 16:03,26.71,69.27
2026/4/20 16:04,26.71,69.22
2026/4/20 16:04,26.68,69.22
2026/4/20 16:04,26.69,69.33
2026/4/20 16:04,26.67,69.31
2026/4/20 16:04,26.63,69.25
2026/4/20 16:04,26.63,69.29
2026/4/20 16:04,26.65,69.48
2026/4/20 16:04,26.59,69.46
2026/4/20 16:04,26.61,69.4
2026/4/20 16:04,26.59,69.51
2026/4/20 16:04,26.56,69.59
2026/4/20 16:04,26.56,69.59
2026/4/20 16:05,26.56,69.78
2026/4/20 16:05,26.56,69.64
2026/4/20 16:05,26.56,69.69
2026/4/20 16:05,26.53,69.69
2026/4/20 16:05,26.53,69.67
2026/4/20 16:05,26.52,69.72
2026/4/20 16:05,26.51,69.83
2026/4/20 16:05,26.52,69.95
2026/4/20 16:05,26.51,69.94
2026/4/20 16:05,26.49,69.81
2026/4/20 16:05,26.51,69.74
2026/4/20 16:05,26.51,69.7
2026/4/20 16:06,26.53,69.73
2026/4/20 16:06,26.53,69.75
2026/4/20 16:06,26.52,69.78
2026/4/20 16:06,26.51,69.79
2026/4/20 16:06,26.49,69.87
2026/4/20 16:06,26.52,69.76
2026/4/20 16:06,26.51,69.8
2026/4/20 16:06,26.49,69.78
2026/4/20 16:06,26.52,69.78
2026/4/20 16:06,26.52,69.76
2026/4/20 16:06,26.53,69.84
2026/4/20 16:06,26.52,69.82
2026/4/20 16:07,26.49,69.79
2026/4/20 16:07,26.52,69.68
2026/4/20 16:07,26.49,69.67
2026/4/20 16:07,26.48,69.67
2026/4/20 16:07,26.48,69.69
2026/4/20 16:07,26.51,69.65
2026/4/20 16:07,26.51,69.54
2026/4/20 16:07,26.49,69.59
2026/4/20 16:07,26.52,69.62
2026/4/20 16:07,26.52,69.72
2026/4/20 16:07,26.53,69.76
2026/4/20 16:07,26.52,69.66
2026/4/20 16:08,26.51,69.61
2026/4/20 16:08,26.53,69.61
2026/4/20 16:08,26.52,69.71
2026/4/20 16:08,26.52,69.7
2026/4/20 16:08,26.52,69.7
2026/4/20 16:08,26.51,69.67
2026/4/20 16:08,26.51,69.57
2026/4/20 16:08,26.51,69.54
2026/4/20 16:08,26.52,69.55
2026/4/20 16:08,26.52,69.58
2026/4/20 16:08,26.47,69.5
2026/4/20 16:08,26.52,69.53
2026/4/20 16:09,26.49,69.58
2026/4/20 16:09,26.51,69.63
2026/4/20 16:09,26.52,69.6
2026/4/20 16:09,26.51,69.52
2026/4/20 16:09,26.51,69.85
2026/4/20 17:05,23,68.19
2026/4/20 17:05,23.02,67.78
2026/4/20 17:05,23.14,66.08
2026/4/20 17:05,23.23,65.19
2026/4/20 17:05,23.28,64.28
2026/4/20 17:05,23.3,63.71
2026/4/20 17:05,23.31,63.42
2026/4/20 17:05,23.46,63.31
2026/4/20 17:05,23.54,63.05
2026/4/20 17:05,23.59,62.88
2026/4/20 17:05,23.69,62.79
2026/4/20 17:05,23.75,62.73
2026/4/20 17:06,23.79,63.93
2026/4/20 17:06,23.81,63.38
2026/4/20 17:06,23.86,62.37
2026/4/20 17:06,23.85,61.73
2026/4/20 17:06,23.88,61.43
2026/4/20 17:06,23.96,61.33
2026/4/20 17:06,23.99,61.25
2026/4/20 17:06,24.06,61.09
2026/4/20 17:06,24.15,60.88
2026/4/20 17:06,24.26,60.62
2026/4/20 17:06,24.3,60.31
2026/4/20 17:06,24.27,60.04
2026/4/20 17:07,24.33,59.92
2026/4/20 17:07,24.33,59.78
2026/4/20 17:07,24.29,59.69
2026/4/20 17:07,24.3,59.66
2026/4/20 17:07,24.25,59.61
2026/4/20 17:07,24.29,59.73
2026/4/20 17:07,24.27,59.82
2026/4/20 17:07,24.36,59.89
2026/4/20 17:07,24.44,59.81
2026/4/20 17:07,24.52,59.6
2026/4/20 17:07,24.52,59.4
2026/4/20 17:07,24.54,59.22
2026/4/20 17:08,24.52,59.18
2026/4/20 17:08,24.53,59.21
2026/4/20 17:08,24.54,59.17
2026/4/20 17:08,24.59,59.23
2026/4/20 17:08,24.61,59.3
2026/4/20 17:08,24.63,59.22
2026/4/20 17:08,24.66,59.2
2026/4/20 17:08,24.64,59.07
2026/4/20 17:08,24.63,59.12
2026/4/20 17:08,24.59,59.1
2026/4/20 17:08,24.56,59.18
2026/4/20 17:08,24.52,59.38
2026/4/20 17:09,24.57,59.51
2026/4/20 17:09,24.59,59.51
2026/4/20 17:09,24.57,59.42
2026/4/20 17:09,24.52,59.3
2026/4/20 17:09,24.5,59.42
2026/4/20 17:09,24.47,59.27
2026/4/20 17:09,24.49,59.31
2026/4/20 17:09,24.52,59.36
2026/4/20 17:09,24.57,59.43
2026/4/20 17:09,24.59,59.33
2026/4/20 17:09,24.7,59.23
2026/4/20 17:09,24.75,59.05
2026/4/20 17:10,24.74,58.95
2026/4/20 17:10,24.74,58.96
2026/4/20 17:10,24.68,58.92
2026/4/20 17:10,24.68,58.96
2026/4/20 17:10,24.68,58.84
2026/4/20 17:10,24.67,58.69
2026/4/20 17:10,24.66,58.71
2026/4/20 17:10,24.61,58.76
2026/4/20 17:10,24.63,58.81
2026/4/20 17:10,24.64,58.81
2026/4/20 17:10,24.67,58.81
2026/4/20 17:10,24.63,58.83
2026/4/20 17:11,24.66,58.89
2026/4/20 17:11,24.66,58.88
2026/4/20 17:11,24.67,58.95
2026/4/20 17:11,24.64,58.95
2026/4/20 17:11,24.64,58.9
2026/4/20 17:11,24.63,58.88
2026/4/20 17:11,24.64,58.86
2026/4/20 17:11,24.66,58.88
2026/4/20 17:11,24.67,58.85
2026/4/20 17:11,24.68,58.9
2026/4/20 17:11,24.63,58.94
2026/4/20 17:12,24.6,58.98
2026/4/20 17:12,24.57,59.16
2026/4/20 17:12,24.57,59.19
2026/4/20 17:12,24.56,59.36
2026/4/20 17:12,24.56,59.28
2026/4/20 17:12,24.57,59.16
2026/4/20 17:12,24.66,59.09
2026/4/20 17:12,24.66,58.99
2026/4/20 17:12,24.7,59.02
2026/4/20 17:12,24.77,58.97
2026/4/20 17:12,24.8,58.92
2026/4/20 17:12,24.84,58.88
2026/4/20 17:13,24.87,58.86
2026/4/20 17:13,24.9,58.88
2026/4/20 17:13,24.95,58.8
2026/4/20 17:13,24.91,58.79
2026/4/20 17:13,24.92,58.77
2026/4/20 17:13,24.9,58.85
2026/4/20 17:13,24.71,58.97
2026/4/20 17:13,24.73,59.24
2026/4/20 17:13,24.74,59.22
2026/4/20 17:13,24.78,59.08
2026/4/20 17:13,24.84,58.99
2026/4/20 17:13,24.83,58.82
2026/4/20 17:14,24.84,58.74
2026/4/20 17:14,24.85,58.69
2026/4/20 17:14,24.87,58.66
2026/4/20 17:14,24.81,58.6
2026/4/20 17:14,24.8,58.72
2026/4/20 17:14,24.81,58.69
2026/4/20 17:14,24.78,58.56
2026/4/20 17:14,24.74,58.56
2026/4/20 17:14,24.68,58.64
2026/4/20 17:14,24.66,58.73
2026/4/20 17:14,24.66,58.88
2026/4/20 17:14,24.64,58.96
2026/4/20 17:15,24.66,59.12
2026/4/20 17:15,24.66,59.24
2026/4/20 17:15,24.71,59.19
2026/4/20 17:15,24.75,59.15
2026/4/20 17:15,24.68,59.09
2026/4/20 17:15,24.7,59.08
2026/4/20 17:15,24.64,59.01
2026/4/20 17:15,24.57,58.94
2026/4/20 17:15,24.47,59.09
2026/4/20 17:15,24.47,59.18
2026/4/20 17:15,24.41,59.25
2026/4/20 17:15,24.39,59.26
2026/4/20 17:16,24.37,59.4
2026/4/20 17:16,24.37,59.42
2026/4/20 17:16,24.39,59.45
2026/4/20 17:16,24.35,59.47
2026/4/20 17:16,24.39,59.42
2026/4/20 17:16,24.44,59.35
2026/4/20 17:16,24.4,59.27
2026/4/20 17:16,24.39,59.39
2026/4/20 17:16,24.43,59.36
2026/4/20 17:16,24.4,59.44
2026/4/20 17:16,24.41,59.35
2026/4/20 17:16,24.4,59.32
2026/4/20 17:17,24.4,59.35
2026/4/20 17:17,24.39,59.33
2026/4/20 17:17,24.36,59.32
2026/4/20 17:17,24.36,59.33
2026/4/20 17:17,24.36,59.36
2026/4/20 17:17,24.39,59.37
2026/4/20 17:17,24.39,59.2
2026/4/20 17:17,24.33,59.06
2026/4/20 17:17,24.3,59.2
2026/4/20 17:17,24.27,59.29
2026/4/20 17:17,24.27,59.37
2026/4/20 17:17,24.32,59.41
2026/4/20 17:18,24.37,59.35
2026/4/20 17:18,24.4,59.23
2026/4/20 17:18,24.4,59.14
2026/4/20 17:18,24.37,59.12
2026/4/20 17:18,24.37,59.07
2026/4/20 17:18,24.39,59.04
2026/4/20 17:18,24.4,58.98
2026/4/20 17:18,24.43,58.98
2026/4/20 17:18,24.43,59.11
2026/4/20 17:18,24.37,59.17
2026/4/20 17:18,24.35,59.16
2026/4/20 17:18,24.32,59.34
2026/4/20 17:19,24.27,59.49
2026/4/20 17:19,24.19,59.61
2026/4/20 17:19,24.1,59.68
2026/4/20 17:19,24.12,59.8
2026/4/20 17:19,24.12,59.83
2026/4/20 17:19,24.16,59.86
2026/4/20 17:19,24.22,59.81
2026/4/20 17:19,24.17,59.79
2026/4/20 17:19,24.06,59.89
2026/4/20 17:19,24.04,60
2026/4/20 17:19,24.04,59.96
2026/4/20 17:19,24.01,59.9
2026/4/20 17:20,23.95,59.81
2026/4/20 17:20,23.94,59.76
2026/4/20 17:20,23.95,59.79
2026/4/20 17:20,23.92,59.71
2026/4/20 17:20,23.89,59.75
2026/4/20 17:20,23.86,59.79
2026/4/20 17:20,23.85,59.8
2026/4/20 17:20,23.81,59.93
2026/4/20 17:20,23.84,59.99
2026/4/20 17:20,23.84,59.89
2026/4/20 17:20,23.82,59.89
2026/4/20 17:21,23.85,59.92
2026/4/20 17:21,23.78,60
2026/4/20 17:21,23.78,60.16
2026/4/20 17:21,23.77,60.22
2026/4/20 17:21,23.78,60.27
2026/4/20 17:21,23.78,60.21
2026/4/20 17:21,23.78,60.23
2026/4/20 17:21,23.78,60.23
2026/4/20 17:21,23.78,60.23
2026/4/20 17:21,23.79,60.25
2026/4/20 17:21,23.82,60.2
2026/4/20 17:21,23.81,60.09
2026/4/20 17:22,23.85,59.99
2026/4/20 17:22,23.84,59.89
2026/4/20 17:22,23.82,59.86
2026/4/20 17:22,23.82,59.82
2026/4/20 17:22,23.79,59.87
2026/4/20 17:22,23.85,59.89
2026/4/20 17:22,23.82,59.85
2026/4/20 17:22,23.85,59.83
2026/4/20 17:22,23.86,59.83
2026/4/20 17:22,23.82,59.97
2026/4/20 17:22,23.79,60.01
2026/4/20 17:22,23.77,60
2026/4/20 17:23,23.74,59.98
2026/4/20 17:23,23.69,60
2026/4/20 17:23,23.62,60.22
2026/4/20 17:23,23.48,60.63
2026/4/20 17:23,23.48,60.78
2026/4/20 17:23,23.48,60.82
2026/4/20 17:23,23.53,60.75
2026/4/20 17:23,23.53,60.69
2026/4/20 17:23,23.47,60.65
2026/4/20 17:23,23.46,60.66
2026/4/20 17:23,23.43,60.7
2026/4/20 17:23,23.38,60.73
2026/4/20 17:24,23.36,60.79
2026/4/20 17:24,23.37,60.89
2026/4/20 17:24,23.34,60.91
2026/4/20 17:24,23.33,60.98
2026/4/20 17:24,23.28,61
2026/4/20 17:24,23.24,61.06
2026/4/20 17:24,23.2,61.09
2026/4/20 17:24,23.16,61.17
2026/4/20 17:24,23.21,61.2
2026/4/20 17:24,23.19,61.17
2026/4/20 17:24,23.21,61.25
2026/4/20 17:24,23.23,61.24
2026/4/20 17:25,23.24,61.21
2026/4/20 17:25,23.28,61.15
2026/4/20 17:25,23.23,61.06
2026/4/20 17:25,23.24,61.28
2026/4/20 17:25,23.3,61.35
2026/4/20 17:25,23.34,61.41
2026/4/20 17:25,23.33,61.34
2026/4/20 17:25,23.31,61.26
2026/4/20 17:25,23.24,61.31
2026/4/20 17:25,23.17,61.38
2026/4/20 17:25,23.17,61.55
2026/4/20 17:25,23.21,61.59
2026/4/20 17:26,23.23,61.51
2026/4/20 17:26,23.14,61.37
2026/4/20 17:26,23.14,61.47
2026/4/20 17:26,23.16,61.46
2026/4/20 17:26,23.14,61.38
2026/4/20 17:26,23.14,61.35
2026/4/20 17:26,23.13,61.37
2026/4/20 17:26,23.02,61.43
2026/4/20 17:26,23.07,61.59
2026/4/20 17:26,23.07,61.58
2026/4/20 17:26,23.07,61.56
2026/4/20 17:26,23.04,61.66
2026/4/20 17:27,23.03,61.63
2026/4/20 17:27,23.03,61.71
2026/4/20 17:27,23.04,61.66
2026/4/20 17:27,22.99,61.55
2026/4/20 17:27,22.93,61.57
2026/4/20 17:27,22.92,61.68
2026/4/20 17:27,22.86,61.77
2026/4/20 17:27,22.83,61.81
2026/4/20 17:27,22.8,61.93
2026/4/20 17:27,22.79,62.02
2026/4/20 17:27,22.75,62.04
2026/4/20 17:27,22.77,62.02
2026/4/20 17:28,22.82,61.94
2026/4/20 17:28,22.77,61.91
2026/4/20 17:28,22.76,61.92
2026/4/20 17:28,22.82,62.05
2026/4/20 17:28,22.85,62.05
2026/4/20 17:28,22.88,61.99
2026/4/20 17:28,22.88,61.85
2026/4/20 17:28,22.88,61.79
2026/4/20 17:28,22.89,61.79
2026/4/20 17:28,22.86,61.85
2026/4/20 17:28,22.82,62.01
2026/4/20 17:28,22.83,62.1
2026/4/20 17:29,22.85,62.08
2026/4/20 17:29,22.86,62.03
2026/4/20 17:29,22.85,61.98
2026/4/20 17:29,22.85,61.92
2026/4/20 17:29,22.9,61.88
2026/4/20 17:29,22.85,61.87
2026/4/20 17:29,22.9,61.86
2026/4/20 17:29,22.92,61.84
2026/4/20 17:29,22.98,61.79
2026/4/20 17:29,22.95,61.77
2026/4/20 17:29,22.99,61.78
2026/4/20 17:30,22.96,61.75
2026/4/20 17:30,22.93,61.83
2026/4/20 17:30,22.93,61.86
2026/4/20 17:30,22.95,61.86
2026/4/20 17:30,22.98,61.85
2026/4/20 17:30,22.95,61.85
2026/4/20 17:30,22.93,61.83
2026/4/20 17:30,22.89,61.85
2026/4/20 17:30,22.83,61.9
2026/4/20 17:30,22.82,61.94
2026/4/20 17:30,22.85,62.03
2026/4/20 17:30,22.76,62.07
2026/4/20 17:31,22.72,62.14
2026/4/20 17:31,22.76,62.26
2026/4/20 17:31,22.66,62.36
2026/4/20 17:31,22.72,62.57
2026/4/20 17:31,22.68,62.56
2026/4/20 17:31,22.65,62.52
2026/4/20 17:31,22.68,62.56
2026/4/20 17:31,22.59,62.59
2026/4/20 17:31,22.63,62.57
2026/4/20 17:31,22.62,62.54
2026/4/20 17:31,22.63,62.59
2026/4/20 17:31,22.56,62.78
2026/4/20 17:32,22.55,62.85
2026/4/20 17:32,22.56,62.82
2026/4/20 17:32,22.61,62.74
2026/4/20 17:32,22.58,62.67
2026/4/20 17:32,22.56,62.6
2026/4/20 17:32,22.56,62.62
2026/4/20 17:32,22.58,62.66
2026/4/20 17:32,22.55,62.62
2026/4/20 17:32,22.55,62.62
2026/4/20 17:32,22.52,62.61
2026/4/20 17:32,22.52,62.65
2026/4/20 17:32,22.47,62.66
2026/4/20 17:33,22.47,62.7
2026/4/20 17:33,22.44,62.73
2026/4/20 17:33,22.48,62.74
2026/4/20 17:33,22.45,62.9
2026/4/20 17:33,22.48,63.02
2026/4/20 17:33,22.49,63.03
2026/4/20 17:33,22.51,63
2026/4/20 17:33,22.52,63
2026/4/20 17:33,22.53,62.97
2026/4/20 17:33,22.56,62.87
2026/4/20 17:33,22.65,62.71
2026/4/20 17:33,22.65,62.48
2026/4/20 17:34,22.65,62.36
2026/4/20 17:34,22.68,62.28
2026/4/20 17:34,22.69,62.14
2026/4/20 17:34,22.68,62.01
2026/4/20 17:34,22.7,61.92
2026/4/20 17:34,22.72,61.8
2026/4/20 17:34,22.68,61.81
2026/4/20 17:34,22.65,61.94
2026/4/20 17:34,22.61,62.08
2026/4/20 17:34,22.63,62.15
2026/4/20 17:34,22.69,62.1
2026/4/20 17:34,22.73,62.06
2026/4/20 17:35,22.73,61.97
2026/4/20 17:35,22.79,61.91
2026/4/20 17:35,22.8,61.78
2026/4/20 17:35,22.83,61.7
2026/4/20 17:35,22.77,61.59
2026/4/20 17:35,22.82,61.39
2026/4/20 17:35,22.83,61.38
2026/4/20 17:35,22.85,61.35
2026/4/20 17:35,22.85,61.28
2026/4/20 17:35,22.83,61.16
2026/4/20 17:35,22.83,61.11
2026/4/20 17:35,22.88,61.09
2026/4/20 17:36,22.86,61.1
2026/4/20 17:36,22.85,61.07
2026/4/20 17:36,22.77,61.21
2026/4/20 17:36,22.79,61.27
2026/4/20 17:36,22.85,61.3
2026/4/20 17:36,22.88,61.27
2026/4/20 17:36,22.82,61.25
2026/4/20 18:13,22.79,61.39
2026/4/20 18:13,22.69,61.56
2026/4/20 18:13,22.72,61.69
2026/4/20 18:13,22.75,61.66
2026/4/20 18:13,22.76,61.75
2026/4/20 18:13,22.76,61.76
